Problem,Prefix_Equation,Answer,Encoded
"Ms. Baker has 17 cupcakes. She wants to share them equally among her 3 children so that no one gets more than anyone else. If she gives each child as many cupcakes as possible, how many cupcakes will be left over for Ms. Baker to eat?",/ 17 3,2.0,"[1, 6, 270, 474, 2]"
89 cookies are being shared equally among 4 people. How many does each person get?,/ 89 4,22.0,"[1, 6, 997, 600, 2]"
A company donates 935 pencils to a school. The pencils are divided evenly among 9 classrooms. The rest of the pencils are given to the library. How many pencils were donated to the library?,/ 935 9,8.0,"[1, 6, 1031, 1000, 2]"
A company donates 935 pencils to a school. The pencils are divided evenly among 9 classrooms. The rest of the pencils are given to the library. How many pencils were donated to the library?,/ 935 9,8.0,"[1, 6, 1031, 1000, 2]"
"Mrs. Hilt traveled 6, 760 miles to Japan. She read one book every 450 miles she traveled. How many books had she finished when she got to Japan?",/ 6760 450,15.0,"[1, 6, 859, 661, 2]"
"Kendra took a road trip. In the afternoon, she saw 4 minivans like hers. Later, in the evening, she saw one more minivan like hers. How many minivans like hers did she see in all?",+ 1 4,5.0,"[1, 4, 67, 600, 2]"
There are 4 boys and 5 girls in a preschool daycare. How many children are there in the daycare?,+ 4 5,9.0,"[1, 4, 600, 699, 2]"
The Vance family walked over to the post office. They bought 2 rooster stamps and 2 daffodil stamps. How many stamps did they buy in all?,+ 2 2,4.0,"[1, 4, 307, 307, 2]"
"There are 7 basketballs at a school. If the school buys another 3 basketballs, how many basketballs will the school have?",+ 7 3,10.0,"[1, 4, 875, 474, 2]"
Garrett went shopping for snack supplies and bought 6 oatmeal raisin granola bars and 8 peanut granola bars. How many granola bars did he buy in all?,+ 6 8,14.0,"[1, 4, 796, 935, 2]"
Jack received 8 emails in the morning and 2 emails in the afternoon. How many emails did Jack receive in the day?,+ 8 2,10.0,"[1, 4, 935, 307, 2]"
Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?,+ 4 4,8.0,"[1, 4, 600, 600, 2]"
"A chess club has 3 members. If 4 new members are enrolled, how many total members are there in the chess club?",+ 3 4,7.0,"[1, 4, 474, 600, 2]"
There are 5 roses and 5 carnations in a vase. How many flowers are there in the vase in all?,+ 5 5,10.0,"[1, 4, 699, 699, 2]"
"Every day, Ryan spends 4 hours on learning English and 3 hours on learning Chinese. How many hours does he spend on learning English and Chinese in all?",+ 4 3,7.0,"[1, 4, 600, 474, 2]"
"Savant has 3 jars. He puts in 34 coins in the first jar, 29 coins in the second jar and 13 coins in the third jar. How many coins does Savant save together?",+ + 34 29 13,76.0,"[1, 4, 4, 531, 463, 184, 2]"
"Joshua has 3 toy boxes for his toy cars. He puts in 21 toy cars in the first toy box, 31 toy cars in the second toy box and 19 toy cars in the third box. How many toy cars does Joshua have together?",+ + 21 31 19,71.0,"[1, 4, 4, 347, 501, 296, 2]"
"There are some rooms in a building. 35 of them are classrooms, 10 of them are office and the remaining 6 are reading rooms. How many rooms are in the building?",+ + 35 10 6,51.0,"[1, 4, 4, 543, 91, 796, 2]"
"A chef served 3 different foods for a banquet: 25 plates lobster rolls, 14 plates of spicy hot noodles and 16 plates of seafood noodles. How many plates of food did the chef make altogether?",+ + 25 14 16,55.0,"[1, 4, 4, 411, 209, 261, 2]"
"A car dealer sold 14 cars on the first day, 16 cars on the second day, and 27 cars on the third day. How many cars did the car dealer sell on the 3 days?",+ + 14 16 27,57.0,"[1, 4, 4, 209, 261, 435, 2]"
"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day, how many washing machines are needed?",/ 200 28,8.0,"[1, 6, 337, 449, 2]"
"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day, how many pounds of clothes does the washing machine that isn't fully loaded wash per day?",/ 200 28,4.0,"[1, 6, 337, 449, 2]"
"There are 757 pounds of sand to be filled into bags. If each bag has a capacity of 65 pounds, how many bags are needed?",/ 757 65,12.0,"[1, 6, 914, 847, 2]"
"There are 757 pounds of sand to be filled into bags. If each bag has a capacity of 65 pounds, how many pounds of sand are there in the bag that is not full?",/ 757 65,42.0,"[1, 6, 914, 847, 2]"
"If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many days does he need to finish making all the gift boxes?",/ 519 42,13.0,"[1, 6, 735, 637, 2]"
"If Simon needs to make 519 gift bags at a rate of 42 bags per day, how many gift bags will he make on the last day?",/ 519 42,15.0,"[1, 6, 735, 637, 2]"
"Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged, how many days are needed for her to finish all the flower arrangements?",/ 248 16,16.0,"[1, 6, 410, 261, 2]"
"Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged, how many vases of flowers will she arrange on the last day?",/ 248 16,8.0,"[1, 6, 410, 261, 2]"
"A box can hold 18 pieces of chalk. If there are 3,484 pieces of chalk, how many boxes are full to hold all the chalk?",/ 3484 18,194.0,"[1, 6, 539, 282, 2]"
"A box can hold 18 pieces of chalk. If there are 3,484 pieces of chalk, how many chalks are there in the box that is not full?",/ 3484 18,10.0,"[1, 6, 539, 282, 2]"
"A paper bag can hold 16 cookies. If Edgar buys 292 cookies, how many paper bags does he need?",/ 292 16,19.0,"[1, 6, 466, 261, 2]"
"A paper bag can hold 16 cookies. If Edgar buys 292 cookies, how many cookies are there in the paper bag that is not full?",/ 292 16,4.0,"[1, 6, 466, 261, 2]"
"A bus can transport 48 passengers. If a school of 1,230 students and teachers are going on a field trip, how many buses should be rented?",/ 1230 48,26.0,"[1, 6, 170, 685, 2]"
"A bus can transport 48 passengers. If a school of 1,230 students and teachers are going on a field trip, how many passengers are there on the bus that is not fully occupied?",/ 1230 48,30.0,"[1, 6, 170, 685, 2]"
"If Tom plans to fix 158 watches at the rate of 12 watches per day, how many days does he need to fix the watches?",/ 158 12,14.0,"[1, 6, 259, 149, 2]"
"If Tom plans to fix 158 watches at the rate of 12 watches per day, how many watches will he fix on the last day?",/ 158 12,2.0,"[1, 6, 259, 149, 2]"
"Jack is reading a 285-page book. If he reads 23 pages per day, how many days will he take to finish reading the book?",/ 285 23,13.0,"[1, 6, 455, 382, 2]"
"Jack is reading a 285-page book. If he reads 23 pages per day, how many pages will he read on the last day?",/ 285 23,9.0,"[1, 6, 455, 382, 2]"
"The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how many tanks are needed to hold all the oil?",/ 728 32,23.0,"[1, 6, 901, 509, 2]"
"The capacity of a tank is 32 gallons. If a company bought 728 gallons of oil, how much oil is in the tank that is not full?",/ 728 32,24.0,"[1, 6, 901, 509, 2]"
Mrs. Smith gave 53 strawberries to 8 girls equally. How many strawberries did each girl get?,/ 53 8,6.0,"[1, 6, 742, 935, 2]"
Mrs. Smith gave 53 strawberries to 8 girls equally. How many strawberries were left?,/ 53 8,5.0,"[1, 6, 742, 935, 2]"
"Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how many folders can Tom buy?",/ 19 2,9.0,"[1, 6, 296, 307, 2]"
"Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how much is left after he bought the folders?",/ 19 2,1.0,"[1, 6, 296, 307, 2]"
86 students are going hiking. Each school- bus can take 9 students. How many school-buses are needed?,/ 86 9,9.0,"[1, 6, 981, 1000, 2]"
86 students are going hiking. Each school- bus can take 9 students. How many students are left?,/ 86 9,5.0,"[1, 6, 981, 1000, 2]"
The teacher gave 42 pencils to 12 students equally. How many pencils did each student get?,/ 42 12,3.0,"[1, 6, 637, 149, 2]"
The teacher gave 42 pencils to 12 students equally. How many pencils are left?,/ 42 12,6.0,"[1, 6, 637, 149, 2]"
"9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees did each boy water?",/ 29 9,3.0,"[1, 6, 463, 1000, 2]"
"9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees are left?",/ 29 9,2.0,"[1, 6, 463, 1000, 2]"
"There were 44 laptops in the shop, and Mike divided them equally into 5 rows. How many laptops are there in each row?",/ 44 5,8.0,"[1, 6, 654, 699, 2]"
"There were 44 laptops in the shop, and Mike divided them equally into 5 rows. How many are left?",/ 44 5,4.0,"[1, 6, 654, 699, 2]"
There are 22 dogs in the farm. They live in 5 dog-houses equally. How many dogs are there in each dog-house?,/ 22 5,4.0,"[1, 6, 367, 699, 2]"
There are 22 dogs in the farm. They live in 5 dog-houses equally. How many dogs are left?,/ 22 5,2.0,"[1, 6, 367, 699, 2]"
Divide 39 balloons into 7 equal groups. How many balloons are there in each group?,/ 39 7,5.0,"[1, 6, 590, 875, 2]"
Divide 39 balloons into 7 equal groups. How many balloons are left?,/ 39 7,4.0,"[1, 6, 590, 875, 2]"
The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?,/ 54 7,7.0,"[1, 6, 748, 875, 2]"
The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs are left?,/ 54 7,5.0,"[1, 6, 748, 875, 2]"
There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are there in each group?,/ 32 5,6.0,"[1, 6, 509, 699, 2]"
There are 32 students in the class. The teacher divided them into 5 equal groups. How many students are left?,/ 32 5,2.0,"[1, 6, 509, 699, 2]"
"A transport company bought 95 tons of oil. A large barrel can hold 6 tons of oil and a small barrel can hold 5 tons of oil. In order to use the least number of barrels and have every barrel fully occupied, how many large barrels should be used?",/ 95 6,15.0,"[1, 6, 1035, 796, 2]"
"A worker needs to cut a 27-yard long rope into some long pieces at 4 yard each and some short pieces at 1 yard each. In order to make the least number of pieces, how many long pieces should be cut for?",/ 27 4,6.0,"[1, 6, 435, 600, 2]"
15 students split 122 portfolios of paintings. Each student should get the same number of portfolios. How many portfolios of paintings will each of them get?,/ 122 15,8.0,"[1, 6, 167, 246, 2]"
15 students split 122 portfolios of paintings. Each student should get the same number of portfolios. How many portfolios of paintings will be left?,/ 122 15,2.0,"[1, 6, 167, 246, 2]"
172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?,/ 172 18,9.0,"[1, 6, 274, 282, 2]"
172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many students will not be on a team?,/ 172 18,10.0,"[1, 6, 274, 282, 2]"
"Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied, how many large trucks should be used?",/ 134 15,8.0,"[1, 6, 197, 246, 2]"
"Sam cut equal-length pieces of ribbon from a 3,730-cm long ribbon. If each piece was 73 cm long, how many 73 cm pieces of ribbon did Sam make?",/ 3730 73,51.0,"[1, 6, 568, 902, 2]"
"Sam cut equal-length pieces of ribbon from a 3,730-cm long ribbon. If each piece was 73 cm long, how much of the original ribbon was left?",/ 3730 73,7.0,"[1, 6, 568, 902, 2]"
"A tourist group has 26 people. At a hotel, they want to rent some large rooms for 3 people each and some small rooms for 2 each. In order to rent the least number of rooms and have every room fully occupied, how many large rooms should be rented?",/ 26 3,8.0,"[1, 6, 424, 474, 2]"
"Mr. Lee harvested 495 apples and he packed them evenly in some baskets. If there are 25 apples in each basket, how many baskets of apples are there?",/ 495 25,19.0,"[1, 6, 698, 411, 2]"
"Mr. Lee harvested 495 apples and he packed them evenly in some baskets. If there are 25 apples in each basket, how many apples were left unpacked?",/ 495 25,20.0,"[1, 6, 698, 411, 2]"
"A ballet class wants to divide its 90 members into some large groups at 7 members each and some small groups at 3 members each. In order to make the least number of groups, how many large groups should be made?",/ 90 7,12.0,"[1, 6, 1014, 875, 2]"
"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how many cups were filled with tea?",/ 1050 65,16.0,"[1, 6, 111, 847, 2]"
"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how much tea was left in the pot?",/ 1050 65,10.0,"[1, 6, 111, 847, 2]"
"Nick saved $68.50. If Nick saved $25.43 more than Lee, how much did Lee save?",- 68.50 25.43,43.0,"[1, 5, 864, 413, 2]"
Dave earned $53.90. Sara earned $39.33. How much more money did Dave earn than Sara?,- 53.90 39.33,14.0,"[1, 5, 744, 592, 2]"
Greg and Brad started reading their books at the same time. Greg read 18 pages a day. Brad read 26 pages a day. How many more pages did Brad read than Greg?,- 26 18,8.0,"[1, 5, 424, 282, 2]"
Cindy and Dan have the same number of stickers. Cindy used 15 of her stickers. Dan bought 18 more stickers. How many more stickers did Dan have than Cindy then?,+ 15 18,33.0,"[1, 4, 246, 282, 2]"
Rick and Todd have the same number of candy bars. Rick ate 11 candy bars. Todd gave away 18 of his candy bars. How many more candy bars did Rick have than Todd then?,- 18 11,7.0,"[1, 5, 282, 119, 2]"
Ed had 22 more marbles than Doug. Doug lost 8 of his marbles at the playground. How many more marble did Ed have than Doug then?,+ 22 8,30.0,"[1, 4, 367, 935, 2]"
Sara bought decorations for her party. She paid $5 for balloons and $18 for tablecloths. She also spent $9 for streamers. She paid the cashier and got $8 back. How much money did Sara give to the cashier?,+ + + 5 18 9 8,40.0,"[1, 4, 4, 4, 699, 282, 1000, 935, 2]"
